File Name:	PS_14.txt	Version: 8.3.7.3						
Date:	07 Aug 2024
Operator:	KH
Test ID:	PS_14
Sample ID:	PS_14
Sample Mass (mg):	184.4500
Sample Cup Mass (mg):	4.2500
End Total Mass (mg):
Heating Rate (C/s):	1.0000
Combuster Temperature (C):	900.0
N2 Flow Rate (cc/min):	80.0
O2 Flow Rate (cc/min):	20.0
Calibration File:	Coeff.txt
T Correction Coefficients:	0.308738730	0.013615500	0.000000000
Time Shift (s):	10.0
Pre-Test Comments:
Post-Test Comments:
Baseline Flow:	99.774
Baseline O2:	20.406
Instrument ID:	2700
@
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	Total Flow (cc/min)	Oxygen (%)	HRR (W/g)	Heating Rate (C/s)	Combustor Temp (C)
111.500	176.124	80.015	19.982	100.328	20.303	-0.006	1.016	898.972
112.001	176.648	80.015	19.981	100.332	20.300	0.000	1.047	898.983
112.501	177.153	80.016	19.981	100.337	20.307	-0.011	1.028	898.987
113.001	177.653	80.015	19.981	100.341	20.304	-0.005	1.005	899.005
113.502	178.173	80.014	19.982	100.348	20.307	-0.008	1.020	898.993
114.002	178.701	80.015	19.981	100.346	20.305	-0.006	1.048	898.984
114.502	179.200	80.016	19.981	100.336	20.304	-0.003	1.027	899.021
115.001	179.717	80.014	19.982	100.323	20.303	-0.001	1.017	898.982
115.501	180.200	80.016	19.981	100.311	20.304	-0.001	1.000	899.003
116.001	180.726	80.015	19.981	100.302	20.303	0.002	1.008	899.023
116.501	181.247	80.013	19.982	100.299	20.303	0.001	1.047	899.020
117.001	181.766	80.015	19.981	100.302	20.304	0.001	1.040	899.030
117.501	182.261	80.015	19.981	100.310	20.304	0.002	1.014	899.012
118.001	182.767	80.016	19.981	100.317	20.304	-0.001	1.001	899.011
118.501	183.302	80.016	19.981	100.317	20.304	-0.005	1.041	899.022
119.001	183.798	80.016	19.981	100.315	20.305	-0.009	1.031	899.028
119.501	184.345	80.017	19.980	100.315	20.307	-0.012	1.043	899.024
120.001	184.808	80.017	19.981	100.309	20.303	-0.007	1.009	899.018
120.501	185.368	80.015	19.980	100.304	20.302	-0.006	1.024	899.043
121.001	185.834	80.018	19.980	100.301	20.304	-0.008	1.026	899.014
121.501	186.343	80.015	19.980	100.301	20.309	-0.014	0.975	899.040
122.001	186.856	80.014	19.980	100.301	20.304	-0.003	1.023	899.020
122.501	187.337	80.016	19.980	100.298	20.303	-0.001	0.994	899.020
123.001	187.861	80.015	19.980	100.295	20.304	-0.001	1.004	899.033
123.501	188.364	80.015	19.979	100.291	20.304	0.001	1.027	899.034
124.001	188.896	80.016	19.980	100.287	20.307	-0.002	1.034	899.028
124.501	189.391	80.016	19.981	100.281	20.306	0.001	1.028	899.015
125.001	189.909	80.018	19.981	100.288	20.305	0.003	1.012	899.016
125.502	190.411	80.017	19.981	100.299	20.306	0.001	1.019	899.027
126.002	190.918	80.018	19.981	100.310	20.307	0.001	1.010	899.052
126.501	191.404	80.016	19.981	100.316	20.310	-0.003	0.993	899.036
127.002	191.928	80.017	19.981	100.319	20.303	0.009	1.009	899.057
127.502	192.463	80.019	19.982	100.319	20.309	-0.002	1.060	899.054
128.001	192.955	80.017	19.982	100.318	20.307	0.001	1.028	899.072
128.501	193.495	80.013	19.981	100.313	20.308	-0.002	1.032	899.065
129.001	194.004	80.013	19.981	100.306	20.308	-0.002	1.048	899.050
129.502	194.526	80.015	19.980	100.300	20.306	0.001	1.032	899.030
130.001	195.011	80.015	19.981	100.295	20.308	-0.003	1.007	899.087
130.501	195.503	80.018	19.981	100.288	20.309	-0.006	0.977	899.058
131.001	196.033	80.015	19.981	100.282	20.309	-0.006	1.022	899.069
131.502	196.542	80.015	19.980	100.281	20.307	-0.003	1.038	899.075
132.001	197.041	80.016	19.980	100.280	20.306	-0.001	1.009	899.045
132.501	197.553	80.012	19.979	100.275	20.306	-0.003	1.011	899.059
133.001	198.065	80.015	19.980	100.271	20.308	-0.006	1.024	899.053
133.501	198.547	80.017	19.981	100.270	20.309	-0.008	0.994	899.077
134.001	199.070	80.014	19.980	100.269	20.310	-0.009	1.005	899.058
134.502	199.562	80.012	19.980	100.270	20.310	-0.009	1.015	899.057
135.002	200.057	80.011	19.980	100.270	20.312	-0.011	0.988	899.101
135.501	200.590	80.012	19.980	100.273	20.310	-0.006	1.028	899.056
136.001	201.092	80.014	19.980	100.276	20.311	-0.009	1.033	899.051
136.502	201.573	80.012	19.980	100.281	20.313	-0.011	0.984	899.088
137.002	202.093	80.012	19.981	100.279	20.311	-0.007	1.002	899.060
137.501	202.611	80.014	19.982	100.284	20.312	-0.007	1.038	899.043
138.001	203.126	80.012	19.981	100.285	20.309	-0.001	1.033	899.067
138.502	203.630	80.013	19.982	100.285	20.309	-0.001	1.019	899.102
139.001	204.148	80.015	19.981	100.284	20.309	0.000	1.022	899.093
139.501	204.690	80.014	19.981	100.289	20.315	-0.009	1.060	899.092
140.001	205.153	80.014	19.981	100.290	20.312	-0.005	1.005	899.060
140.501	205.657	80.013	19.980	100.287	20.317	-0.013	0.967	899.082
141.001	206.176	80.013	19.980	100.291	20.313	-0.009	1.023	899.037
141.501	206.680	80.014	19.980	100.289	20.315	-0.013	1.022	899.101
142.002	207.195	80.013	19.980	100.286	20.318	-0.017	1.018	899.088
142.502	207.718	80.016	19.981	100.281	20.315	-0.010	1.039	899.092
143.001	208.223	80.013	19.981	100.281	20.315	-0.010	1.028	899.060
143.501	208.708	80.015	19.980	100.276	20.313	-0.006	0.989	899.091
144.002	209.227	80.014	19.980	100.277	20.312	-0.004	1.004	899.065
144.502	209.758	80.013	19.980	100.276	20.315	-0.009	1.050	899.112
145.002	210.253	80.013	19.980	100.274	20.315	-0.011	1.027	899.111
145.501	210.729	80.013	19.980	100.266	20.314	-0.009	0.972	899.106
146.001	211.257	80.011	19.980	100.263	20.315	-0.011	1.004	899.121
146.501	211.774	80.012	19.980	100.262	20.312	-0.006	1.045	899.094
147.001	212.299	80.012	19.980	100.263	20.311	-0.004	1.042	899.113
147.501	212.779	80.012	19.979	100.265	20.313	-0.006	1.004	899.144
148.002	213.269	80.013	19.980	100.273	20.312	-0.003	0.970	899.116
148.501	213.765	80.013	19.980	100.276	20.309	0.003	0.987	899.116
149.001	214.309	80.012	19.979	100.274	20.313	-0.003	1.040	899.136
149.502	214.809	80.015	19.980	100.269	20.313	-0.002	1.043	899.150
150.002	215.332	80.015	19.980	100.265	20.315	-0.004	1.023	899.142
150.502	215.790	80.013	19.980	100.263	20.312	-0.002	0.982	899.169
151.002	216.317	80.014	19.980	100.258	20.314	-0.005	0.984	899.155
151.502	216.837	80.014	19.979	100.258	20.313	-0.006	1.046	899.139
152.002	217.315	80.016	19.981	100.265	20.313	-0.006	0.999	899.134
152.501	217.832	80.015	19.980	100.270	20.314	-0.005	0.995	899.154
153.002	218.377	80.015	19.979	100.268	20.313	-0.003	1.063	899.139
153.502	218.848	80.016	19.980	100.270	20.312	-0.001	1.017	899.164
154.002	219.371	80.014	19.980	100.271	20.315	-0.006	0.993	899.140
154.502	219.867	80.012	19.979	100.266	20.316	-0.007	1.018	899.145
155.002	220.352	80.016	19.980	100.258	20.316	-0.007	0.981	899.170
155.502	220.869	80.014	19.980	100.256	20.313	-0.004	1.002	899.177
156.002	221.372	80.015	19.980	100.251	20.315	-0.008	1.022	899.151
156.501	221.873	80.014	19.980	100.248	20.311	-0.003	1.005	899.152
157.001	222.347	80.013	19.978	100.249	20.313	-0.004	0.975	899.153
157.501	222.884	80.015	19.979	100.251	20.314	-0.006	1.010	899.172
158.002	223.403	80.015	19.978	100.254	20.313	-0.003	1.055	899.165
